x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y,x1sq,x5sq,x6sq,x8sq,x11sq,x12sqrt,x13sq
0.38735,0,25.65,0,0.581,5.613,95.6,1.7572,2,188,19.1,359.29,27.26,15.7,0.1500400225,0.337561,31.505769,3.08775184,364.81,18.9549465839,743.1076
0.25915,0,21.89,0,0.624,5.693,96,1.7883,4,437,21.2,392.11,17.19,16.2,0.0671587225,0.389376,32.410249,3.19801689,449.44,19.8017675979,295.4961
0.32543,0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39,18,0.1059046849,0.389376,41.357761,3.28515625,449.44,19.9223492591,236.8521
0.88125,0,21.89,0,0.624,5.637,94.7,1.9799,4,437,21.2,396.9,18.34,14.3,0.7766015625,0.389376,31.775769,3.92000401,449.44,19.9223492591,336.3556
0.34006,0,21.89,0,0.624,6.458,98.9,2.1185,4,437,21.2,395.04,12.6,19.2,0.1156408036,0.389376,41.705764,4.48804225,449.44,19.8756131981,158.76
1.19294,0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,396.9,12.26,19.6,1.4231058436,0.389376,40.018276,5.157441,449.44,19.9223492591,150.3076
0.59005,0,21.89,0,0.624,6.372,97.9,2.3274,4,437,21.2,385.76,11.12,23,0.3481590025,0.389376,40.602384,5.41679076,449.44,19.6407739155,123.6544
0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03,18.4,0.1087812324,0.389376,33.895684,6.10040601,449.44,19.715222545,225.9009
0.97617,0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31,15.6,0.9529078689,0.389376,33.143049,5.503716,449.44,16.2098735344,299.6361
0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96,18.1,0.3111185284,0.389376,40.132225,4.45505449,449.44,19.8663031287,287.6416
0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9,17.4,0.1040965696,0.389376,35.307364,3.86869561,449.44,19.4486503388,285.61
0.35233,0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59,17.1,0.1241364289,0.389376,41.654116,3.42176004,449.44,19.8514483099,212.8681
0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32,13.3,0.06240004,0.389376,34.304449,2.78422596,449.44,19.8,454.5424
0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46,17.8,0.2965020304,0.389376,37.834801,2.78455969,449.44,19.9223492591,340.7716
0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16,14,0.08462281,0.389376,38.118276,2.59822161,449.44,19.6997461913,583.7056
1.62864,0,21.89,0,0.624,5.019,100,1.4394,4,437,21.2,396.9,34.41,14.4,2.6524682496,0.389376,25.190361,2.07187236,449.44,19.9223492591,1184.0481
3.32105,0,19.58,1,0.871,5.403,100,1.3216,5,403,14.7,396.9,26.82,13.4,11.0293731025,0.758641,29.192409,1.74662656,216.09,19.9223492591,719.3124
4.0974,0,19.58,0,0.871,5.468,100,1.4118,5,403,14.7,396.9,26.42,15.6,16.78868676,0.758641,29.899024,1.99317924,216.09,19.9223492591,698.0164
2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,5,403,14.7,396.9,29.29,11.8,7.7269544676,0.758641,24.039409,1.81144681,216.09,19.9223492591,857.9041
2.37934,0,19.58,0,0.871,6.13,100,1.4191,5,403,14.7,172.91,27.8,13.8,5.6612588356,0.758641,37.5769,2.01384481,216.09,13.1495247062,772.84
2.15505,0,19.58,0,0.871,5.628,100,1.5166,5,403,14.7,169.27,16.65,15.6,4.6442405025,0.758641,31.674384,2.30007556,216.09,13.010380471,277.2225
2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53,14.6,5.6103607044,0.758641,24.265476,2.13393664,216.09,19.7916649123,872.0209
2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,356.99,28.32,17.8,5.4335143801,0.758641,26.894596,2.33967616,216.09,18.8941789978,802.0224
2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45,15.4,7.4745919609,0.758641,31.326409,2.32776049,216.09,18.7576650999,460.1025
1.6566,0,19.58,0,0.871,6.122,97.3,1.618,5,403,14.7,372.8,14.1,21.5,2.74432356,0.758641,37.478884,2.617924,216.09,19.3080294178,198.81
1.49632,0,19.58,0,0.871,5.404,100,1.5916,5,403,14.7,341.6,13.28,19.6,2.2389735424,0.758641,29.203216,2.53319056,216.09,18.4824240834,176.3584
1.12658,0,19.58,1,0.871,5.012,88,1.6102,5,403,14.7,343.28,12.12,15.3,1.2691824964,0.758641,25.120144,2.59274404,216.09,18.5278169248,146.8944
2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79,19.4,4.6189746724,0.758641,32.592681,2.63477824,216.09,16.1848694774,249.3241
1.41385,0,19.58,1,0.871,6.129,96,1.7494,5,403,14.7,321.02,15.12,17,1.9989718225,0.758641,37.564641,3.06040036,216.09,17.917031004,228.6144
3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02,15.6,12.4962957001,0.758641,37.847104,3.04677025,216.09,9.3813645063,225.6004
2.44668,0,19.58,0,0.871,5.272,94,1.7364,5,403,14.7,88.63,16.14,13.1,5.9862430224,0.758641,27.793984,3.01508496,216.09,9.4143507477,260.4996
1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,41.3,1.4971480164,0.366025,48.205249,3.52425529,216.09,19.0638401168,21.0681
1.34284,0,19.58,0,0.605,6.066,100,1.7573,5,403,14.7,353.89,6.43,24.3,1.8032192656,0.366025,36.796356,3.08810329,216.09,18.8119642781,41.3449
1.42502,0,19.58,0,0.871,6.51,100,1.7659,5,403,14.7,364.31,7.39,23.3,2.0306820004,0.758641,42.3801,3.11840281,216.09,19.0869065068,54.6121
1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5,27,1.6217003716,0.366025,39.0625,3.23424256,216.09,18.4097800095,30.25
1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73,50,2.1414224896,0.366025,56.085121,3.88444681,216.09,19.3501937975,2.9929
1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92,50,3.3627124129,0.366025,60.871204,4.16445649,216.09,19.7385409795,3.6864
1.51902,0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32,50,2.3074217604,0.366025,70.140625,4.674244,216.09,19.7091349379,11.0224
2.24236,0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,395.11,11.64,22.7,5.0281783696,0.366025,34.269316,5.866084,216.09,19.877374072,135.4896
2.924,0,19.58,0,0.605,6.101,93,2.2834,5,403,14.7,240.16,9.81,25,8.549776,0.366025,37.222201,5.21391556,216.09,15.4970965022,96.2361
2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,5,403,14.7,369.3,3.7,50,4.0408638361,0.366025,62.869041,4.18570681,216.09,19.2171798139,13.69
1.80028,0,19.58,0,0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14,23.8,3.2410080784,0.366025,34.539129,5.88499081,216.09,15.0867491528,147.3796
2.3004,0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1,23.8,5.29184016,0.366025,39.929761,4.41,216.09,17.2362989067,123.21
2.44953,0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,22.3,6.0001972209,0.366025,40.985604,5.11890625,216.09,18.167003055,128.1424
1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,17.4,1.4578630564,0.366025,34.515625,5.88499081,216.09,17.096490868,208.2249
2.3139,0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,19.1,5.35413321,0.366025,34.5744,5.70588769,216.09,18.6582421466,144.7209
0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,23.1,0.0193599396,0.2601,31.047184,6.73973521,275.56,19.9223492591,215.7961
0.09178,0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,395.5,9.04,23.6,0.0084235684,0.2601,41.165056,7.00290369,275.56,19.8871818014,81.7216
0.08447,0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,22.6,0.0071351809,0.2601,34.327881,7.30026361,275.56,19.8300277357,92.9296
0.06664,0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,29.4,0.0044408896,0.2601,42.850116,9.81130329,275.56,19.7727084639,28.4089
0.07022,0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,23.2,0.0049308484,0.2601,36.2404,12.63731401,275.56,19.8300277357,102.2121
0.05425,0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,24.6,0.0029430625,0.2601,39.879225,11.00580625,275.56,19.8896958247,39.5641
0.06642,0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,29.9,0.0044116164,0.2601,47.0596,8.49897409,275.56,19.7805459985,47.8864
0.0578,0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,37.2,0.00334084,0.238144,48.7204,8.003241,316.84,19.9223492591,25.4016
0.06588,0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,39.8,0.0043401744,0.238144,60.295225,7.513081,316.84,19.8886902535,57.1536
0.06888,0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,36.2,0.0047444544,0.238144,37.748736,6.74908441,316.84,19.9223492591,89.3025
0.09103,0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,37.9,0.0082864609,0.238144,51.194025,7.29324036,316.84,19.8524557675,23.2324
0.10008,0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,32.5,0.0100160064,0.238144,43.072969,8.105409,316.84,19.9223492591,32.2624
0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,391,13.98,26.4,0.0069022864,0.238144,31.404816,8.92754641,316.84,19.7737199333,195.4404
0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,29.6,0.0036566209,0.238144,37.859409,10.75643209,316.84,19.6751111814,172.9225
0.05602,0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,392.63,4.45,50,0.0031382404,0.238144,61.324561,10.23488064,316.84,19.8148933886,19.8025
0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,32,0.0062015625,0.190969,45.995524,14.35348996,231.04,19.8461583184,44.6224
0.12579,45,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56,29.8,0.0158231241,0.190969,42.981136,20.85474889,231.04,19.5662975547,20.7936
0.0837,45,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,34.9,0.00700569,0.190969,51.624225,20.85474889,231.04,19.9223492591,29.0521
0.09068,45,3.44,0,0.437,6.951,21.5,6.4798,5,398,15.2,377.68,5.1,37,0.0082228624,0.190969,48.316401,41.98780804,231.04,19.4339908408,26.01
0.06911,45,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,30.5,0.0047761921,0.190969,45.414121,41.98780804,231.04,19.7410739323,21.9961
0.08664,45,3.44,0,0.437,7.178,26.3,6.4798,5,398,15.2,390.49,2.87,36.4,0.0075064896,0.190969,51.523684,41.98780804,231.04,19.7608198211,8.2369
0.02187,60,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,31.1,0.0004782969,0.160801,46.24,38.68342416,243.36,19.8335574217,25.3009
0.01439,60,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,29.1,0.0002070721,0.160801,43.612816,38.68342416,243.36,19.4087609084,19.1844
0.01381,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,394.23,2.97,50,0.0001907161,0.178084,62.015625,31.90442256,207.36,19.8552260123,8.8209
0.04011,80,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08,33.3,0.0016088121,0.163216,53.100369,53.421481,158.76,19.9223492591,16.6464
0.04666,80,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61,30.3,0.0021771556,0.163216,50.509449,53.421481,158.76,18.8231240765,74.1321
0.03768,80,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,34.6,0.0014197824,0.163216,52.911076,53.421481,158.76,19.8040399919,43.8244
0.0315,95,1.47,0,0.403,6.975,15.3,7.6534,3,402,17,396.9,4.56,34.9,0.00099225,0.162409,48.650625,58.57453156,289,19.9223492591,20.7936
0.01778,95,1.47,0,0.403,7.135,13.9,7.6534,3,402,17,384.3,4.45,32.9,0.0003161284,0.162409,50.908225,58.57453156,289,19.6035711032,19.8025
0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43,24.1,0.0011868025,0.172225,37.970244,39.3129,216.09,19.8436387792,55.2049
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,42.3,0.0004739329,0.172225,57.9121,39.3129,216.09,19.8841645537,9.6721
0.0351,95,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,48.5,0.00123201,0.17313921,61.669609,26.193924,216.09,19.8186780588,14.5161
0.02009,95,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,390.55,2.88,50,0.0004036081,0.17313921,64.545156,26.193924,216.09,19.7623379184,8.2944
0.13642,0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,22.6,0.0186104164,0.239121,34.703881,15.56618116,345.96,19.9223492591,118.1569
0.22969,0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,394.87,10.97,24.4,0.0527574961,0.239121,40.018276,18.96515401,345.96,19.8713361403,120.3409
0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06,22.5,0.0634989601,0.239121,33.443089,18.96515401,345.96,19.7339808452,326.1636
0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,24.4,0.0184606569,0.239121,36.772096,17.97081664,345.96,19.5274166238,214.9156
0.43571,0,10.59,1,0.489,5.344,100,3.875,4,277,18.6,396.9,23.09,20,0.1898432041,0.239121,28.558336,15.015625,345.96,19.9223492591,533.1481
0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,21.7,0.0304362916,0.239121,35.5216,15.03190441,345.96,19.8305320151,298.2529
0.37578,0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98,19.3,0.1412106084,0.239121,29.203216,13.432225,345.96,19.8806438528,575.0404
0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,22.4,0.0471714961,0.239121,33.721249,13.34148676,345.96,19.7722027099,256.9609
0.14052,0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38,28.1,0.0197458704,0.239121,40.640625,15.56618116,345.96,19.6420467365,87.9844
0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,348.93,29.55,23.7,0.0838392025,0.239121,29.289744,12.87015625,345.96,18.6796680913,873.2025
0.19802,0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47,25,0.0392119204,0.239121,38.217124,15.56618116,345.96,19.8401108868,89.6809
0.0456,0,13.89,1,0.55,5.888,56,3.1121,5,276,16.4,392.8,13.51,23.3,0.00207936,0.3025,34.668544,9.68516641,268.96,19.8191826269,182.5201
0.07013,0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,28.7,0.0049182169,0.3025,44.116164,11.70392521,268.96,19.8186780588,93.8961
0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,396.9,17.92,21.5,0.0122522761,0.3025,35.414401,8.34805449,268.96,19.9223492591,321.1264
0.11425,0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,393.74,10.5,23,0.0130530625,0.3025,40.615129,11.31178689,268.96,19.8428828551,110.25
0.35809,0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,391.7,9.71,26.7,0.1282284481,0.257049,48.316401,8.18932689,302.76,19.7914122791,94.2841
0.40771,0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46,21.7,0.1662274441,0.257049,37.994896,9.290304,302.76,19.8806438528,460.5316
0.62356,0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,27.5,0.3888270736,0.257049,47.320641,10.70663841,302.76,19.7582893996,98.6049
0.6147,0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6,30.1,0.37785609,0.257049,43.797924,10.70663841,302.76,19.9223492591,57.76
0.31533,0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,44.8,0.0994330089,0.254016,68.326756,8.37755136,302.76,19.622690947,17.1396
0.52693,0,6.2,0,0.504,8.725,83,2.8944,8,307,17.4,382,4.63,50,0.2776552249,0.254016,76.125625,8.37755136,302.76,19.5448202857,21.4369
0.38214,0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,3.13,37.6,0.1460309796,0.254016,64.6416,10.34072649,302.76,19.681971446,9.7969
0.41238,0,6.2,0,0.504,7.163,79.9,3.2157,8,307,17.4,372.08,6.36,31.6,0.1700572644,0.254016,51.308569,10.34072649,302.76,19.2893753139,40.4496
0.29819,0,6.2,0,0.504,7.686,17,3.3751,8,307,17.4,377.51,3.92,46.7,0.0889172761,0.254016,59.074596,11.39130001,302.76,19.4296165685,15.3664
0.44178,0,6.2,0,0.504,6.552,21.4,3.3751,8,307,17.4,380.34,3.76,31.5,0.1951695684,0.254016,42.928704,11.39130001,302.76,19.5023075558,14.1376
0.537,0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,24.3,0.288369,0.254016,35.772361,13.47991225,302.76,19.4512210414,135.7225
0.46296,0,6.2,0,0.504,7.412,76.9,3.6715,8,307,17.4,376.14,5.25,31.7,0.2143319616,0.254016,54.937744,13.47991225,302.76,19.3943290681,27.5625
0.57529,0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,41.7,0.3309585841,0.257049,69.505569,14.73331456,302.76,19.6445921312,6.1009
0.33147,0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,378.95,3.95,48.3,0.1098723609,0.257049,68.013009,13.33637361,302.76,19.4666381278,15.6025
0.44791,0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05,29,0.2006233681,0.257049,45.239076,13.33637361,302.76,18.978935692,64.8025
0.33045,0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,24,0.1091972025,0.257049,37.039396,13.33637361,302.76,19.4100489438,118.3744
0.52058,0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54,25.1,0.2710035364,0.257049,43.970161,17.205904,302.76,19.7091349379,91.0116
0.51183,0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,31.5,0.2619699489,0.257049,54.140164,17.205904,302.76,19.7501898725,22.3729
0.08244,30,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36,23.7,0.0067963536,0.183184,42.003361,38.31486201,275.56,19.4784496303,40.4496
0.09252,30,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37,23.3,0.0085599504,0.183184,43.639236,38.31486201,275.56,19.590303724,54.3169
0.11329,30,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38,22,0.0128346241,0.183184,47.568609,40.14616321,275.56,19.7800404449,129.5044
0.10612,30,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,394.62,12.4,20.1,0.0112614544,0.183184,37.149025,40.14616321,275.56,19.8650446765,153.76
0.1029,30,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22,22.2,0.01058841,0.183184,40.424164,49.49826025,275.56,19.3067345763,125.8884
0.12757,30,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19,23.7,0.0162741049,0.183184,40.870449,49.49826025,275.56,19.357427515,26.9361
0.20608,22,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,17.6,0.0424689664,0.185761,31.281649,63.28043401,364.81,19.3,156.25
0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46,18.5,0.0366071689,0.185761,31.416025,63.28043401,364.81,19.7263782788,340.7716
0.33983,22,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,24.3,0.1154844289,0.185761,37.307664,64.89108025,364.81,19.7529744596,83.9056
0.19657,22,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,20.5,0.0386397649,0.185761,38.763076,64.89108025,364.81,19.3943290681,103.0225
0.16439,22,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,24.5,0.0270240721,0.185761,41.383489,61.25410225,364.81,19.357427515,90.6304
0.19073,22,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,26.2,0.0363779329,0.185761,45.131524,61.25410225,364.81,19.8428828551,43.0336
0.1403,22,5.86,0,0.431,6.487,13,7.3967,7,330,19.1,396.28,5.9,24.4,0.01968409,0.185761,42.081169,54.71117089,364.81,19.9067827637,34.81
0.21409,22,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,24.8,0.0458345281,0.185761,41.447844,54.71117089,364.81,19.418290347,12.8881
